1girl,1个女性
height_difference,身高差
mirror,镜子
belt_buckle,皮带扣
pink_lips,粉色的嘴唇
sports_bra,运动内衣
colored_eyelashes,彩色的睫毛
valentine,情人节
bouquet,花束
full-face_blush,整张脸泛红
wooden_floor,木地板
white_hairband,白色发带
stairs,台阶
mug,带柄的杯子|马克杯
snowing,下雪
paper,纸张
blood_on_face,脸上有血
tentacle_hair,触手头发
black_bowtie,黑色领结
mountain,山
blue_necktie,蓝色领带
sportswear,运动服
shoulder_bag,挎包|单肩背包
white_kimono,白色和服
covering_breasts,遮着乳房
underwater,水下
wedding_dress,婚纱
miko,巫女
star_hair_ornament,星形发饰
holding_umbrella,撑伞
mature_male,成熟的男性
city,城市
snake,蛇
meme_attire,ACG流行款服装
vibrator,跳蛋
glint,眼中闪现强烈的情感
doll,人偶|玩偶
cropped_torso,只画了一部分躯干
adjusting_clothes,拨弄衣服
bloomers,灯笼裤
animal_hood,兽耳头罩
green_jacket,绿色夹克
enmaided,女仆装
fighting_stance,战斗姿态|摆着架势的
hair_bell,头发上系着铃铛
panties_aside,内裤挪到一边
sign,写上去的字
pout,撅嘴
cum_on_hair,射在头发上
waving,挥手
backless_outfit,露背装
ice_cream,冰淇淋
aircraft,飞行器
skirt_hold,优雅地提着裙子
realistic,写实的
borrowed_character,借鉴的角色
strawberry,草莓
forehead_mark,额前有图案
motion_blur,运动导致的模糊
multicolored_eyes,有多种颜色的眼睛
bandaged_arm,缠着绷带的手臂
mouse_ears,老鼠耳朵
text_focus,文字元素
open_book,翻开的书
headpiece,装饰性头饰(偏幻想和民族风饰品)
nose,鼻子
spoon,汤勺
orange_bow,橙色蝴蝶结
panties_around_one_leg,一只脚上挂着内裤
pink_bra,粉色胸罩
round_teeth,动漫里的没有缝的牙齿
card,卡片
remodel_(kantai_collection),改三|改二|改
mature_female,成熟的女性
raised_eyebrows,扬起的双眉
brother_and_sister,姐弟|兄妹
white_one-piece_swimsuit,白色的一件泳衣
one_eye_covered,一只眼被遮住
turtleneck_sweater,高领毛衣
crossed_bangs,交叉的刘海
front-tie_bikini_top,前领带比基尼上衣
colored_inner_hair,内层挑染
hands_in_pockets,双手插在兜里
nurse_cap,护士帽
eighth_note,八分音符
center_opening,正中间开口的服装
visor_cap,遮阳帽
clitoris,阴核
fence,栅栏
bandana,头巾
hair_tie,发带
mustache,胡子
card_(medium),卡片(中号图)
anklet,脚镯
geta,木屐
palm_tree,椰树
leash,皮带
dragon,龙
hime_cut,公主发型
sailor_hat,水手帽
white_pants,白色裤子
short_eyebrows,豆豆眉|短眉毛
sand,沙
anchor_symbol,锚形符号
grey_jacket,灰色夹克
holding_staff,手持法杖
stubble,胡茬
covering_mouth,挡住嘴巴
arrow_(projectile),箭矢
drink,饮料
green_headwear,绿色头饰
antennae,触角
blue_skin,蓝色皮肤
yellow_flower,黄色的花
top-down_bottom-up,脸朝下屁股朝上
dildo,假阴茎
hip_focus,臀部为焦点
can,缶
white_leotard,白色连身衣
door,门
sitting_on_person,坐在人身上
green_shirt,绿色衬衫
fork,餐叉
scar_across_eye,眼睛上的疤痕
frog_hair_ornament,青蛙发饰
on_floor,在地板上
overflow,精液溢出(未拔出)
alternate_color,异色
spread_arms,伸展双臂
orange_background,橙色背景
blindfold,遮眼|眼罩
adjusting_hair,理头发
black_one-piece_swimsuit,黑色的一件泳衣
dragon_tail,龙尾
camera,照相机
asymmetrical_bangs,不对称的刘海
arrow_(symbol),箭头
round_eyewear,圆形眼镜
zoom_layer,人物立绘缩放(剪影)图层
mouth_mask,口罩
furrowed_brow,皱着眉头
licking_lips,舔嘴唇
arched_back,拱背
wand,魔杖
purple_flower,紫色的花
straw_hat,草帽
emblem,纹章
folding_fan,扇子
fantasy,幻想
music,音乐
double_v,啊嘿颜比V
apple,苹果
lowleg,低腰款式
arms_at_sides,双手垂放
green_ribbon,绿色丝带
sharp_fingernails,锐利的手指甲
sun,太阳
off-shoulder_dress,露肩连衣裙
jacket_on_shoulders,用夹克披肩
interracial,跨人种的
sunflower,向日葵
head_out_of_frame,一部分头部没画进框里
hanging_breasts,(俯身)双乳下垂
blanket,毯子
arm_warmers,暖袖
cannon,炮
long_dress,长连衣裙
fake_tail,仿造的尾巴
groping,猥亵
labcoat,白大褂
gag,猿辔|塞口物
yokozuwari,侧身坐
wince,尤指女性刚性交时畏缩的表情
railing,用手扶着
gothic_lolita,哥特萝莉
bandeau,抹胸比基尼
rabbit_girl,兔子女孩
alternate_hair_length,头发长度变化
horizon,地平线
pink_footwear,粉色鞋类
heart_hair_ornament,心形发饰
white_wings,白色翅膀
name_tag,记名牌
veiny_penis,静脉凸起的阴茎
purple_ribbon,紫色丝带
bun_cover,发髻盖
unbuttoned,解开纽扣后
leg_lift,单腿抬高
brown_headwear,棕色头饰
pink_bikini,粉色比基尼
goatee,山羊胡
black_bodysuit,黑色紧身衣
holding_clothes,拿着衣服
highleg_panties,高开衩的内裤
floral_background,花朵点缀的背景|有花香的感觉
angel,天使
chinese_text,中文
muscular_female,肌肉发达的女性
clock,时钟
branch,分支
shota,正太
hitodama,人魂
hand_on_own_cheek,把手放在自己的脸颊上
pasties,乳贴
brown_legwear,棕色的裤袜
blue_kimono,蓝色和服
beanie,无檐帽
black_sclera,黑色巩膜
partially_visible_vulva,可以看见一部分外阴
dog_girl,犬娘
swimsuit_under_clothes,里面穿着泳衣
android,人造人
hand_on_headwear,手触碰帽子
smoking,吸烟
lactation,母乳|搾乳|喷乳
red_hairband,红色发带
untied,解开的衣物|没穿好的衣物
eyeball,眼球
petticoat,衬裙
furry_female,毛茸茸的女性
off-shoulder_shirt,露肩衬衫
back-to-back,背靠背
tabi,足袋
hat_flower,带着花的帽子
microskirt,超短裙
red_cape,红色斗篷
underbust,勒着下胸围的衣服
nipple_slip,乳头走光
food_on_face,脸上有食物
ahegao,阿嘿颜
gakuran,学兰
bookshelf,书架
basket,篮子
armored_dress,战甲裙
vambraces,下臂护甲
logo,标志
jack-o'-lantern,南瓜灯
pointless_censoring,敷衍的打码
argyle,菱形花纹
lace-up_boots,系带靴
dot_nose,小圆点鼻
criss-cross_halter,交叉吊带
character_doll,角色公仔
purple_shirt,紫色衬衫
ass_focus,屁股为焦点
drawstring,衣服的抽绳
cabbie_hat,报童帽
fairy_wings,妖精的翅膀
pocky,百奇
suspender_skirt,吊带裙|挂肩宽阔外长裤
unzipped,拉开拉链的
grabbing_from_behind,从背后揉胸|从背后抓住胸部
tail_ornament,尾饰
saliva_trail,唾液拉丝
silhouette,轮廓
black_sleeves,黑色袖子
collared_dress,有领连衣裙
large_areolae,大乳晕
kneepits,膝窝
hand_on_another's_shoulder,手放在对方的肩上
crotch_seam,裆部的缝
silent_comic,默剧漫画
size_difference,体格差
purple_nails,紫色指甲
bandaid_on_face,脸上贴着创可贴
gift_box,礼品盒
wolf_girl,狼女孩
taut_clothes,绷紧的衣服
gohei,御币
headdress,头部穿戴物(偏笼统)
white_scarf,白色围巾
large_penis,大阴茎
covered_mouth,蒙住的嘴
onsen,温泉
anchor,锚
gangbang,轮奸
blue_pants,蓝色长裤
butterfly_hair_ornament,蝴蝶发饰
white_coat,白色外套
red_vest,红色背心
everyone,集合绘
drinking,喝
yellow_ascot,黄色的阿斯科特
blue_gloves,蓝色手套
military_vehicle,军用载具
retro_artstyle,复古Artstyle
leaning_back,身体往后靠
cow_print,奶牛系印花
naval_uniform,海军制服
cow_ears,牛耳朵
winter_clothes,冬装
on_head,在头上
sundress,太阳裙|背心裙
guitar,吉他
bridal_garter,新娘吊袜带
highleg_swimsuit,高开衩的泳衣
no_nose,没画出鼻子
wind_lift,起风效果|上升气流
holding_flower,拿着花
shrug_(clothing),只包肩的女式上衣
pen,笔
pool,泳池
center_frills,胸口带花边的服装
arm_grab,抓住手臂
frog,青蛙
2koma,双分镜漫画
photo_(medium),照片（媒介）
blue_bowtie,蓝色领结
electricity,电
checkered_clothes,方格的衣服
heart_censor,心形马赛克
glass,玻璃
tiles,瓷砖
spaghetti_strap,细肩带|细吊带|肩带式
witch,魔女
adjusting_eyewear,扶眼镜
mittens,连指手套
flag,旗
toenail_polish,指甲油
muneate,胸甲
red_lips,朱唇
headpat,头上
salute,敬礼
wedding_ring,结婚戒指
brown_thighhighs,棕色的大腿
reading,阅读
black_cape,黑色斗篷
bound_wrists,手腕被束缚
chestnut_mouth,栗子嘴
ankle_boots,踝靴
bangle,手镯
waitress,女服务员
scythe,大镰刀
selfie,自拍照
korean_text,韩文
purple_bikini,紫色比基尼
flipped_hair,外卷发型
double-breasted,双排纽扣
hair_stick,发簪
classroom,教室
strap_gap,泛指覆盖面少的吊带胸罩
facing_away,面向别处
poke_ball_(basic),基础红白精灵球
airplane,飞机
uneven_legwear,不均匀的腿衣
absurdly_long_hair,超长的头发
blue_thighhighs,蓝色大腿
talking,有台词的
chromatic_aberration,色差
beachball,沙滩球
car,汽车
flat_cap,平顶帽|司机帽
food-themed_hair_ornament,以食品为主题的发饰
female_child,女儿
wristwatch,手表
kita_high_school_uniform,县立北高校制服|县立北高校(凉宫春日的忧郁)
smug,得意脸
earmuffs,耳罩
magic,魔法
fur-trimmed_jacket,皮草夹克
inverted_nipples,内陷乳头
pinafore_dress,背心裙|无袖连衣裙
vision_(genshin_impact),神之眼（Genshin Impact）
pulled_by_self,拉下自己的衣物
gagged,被塞口的
hand_to_own_mouth,手朝向自己嘴
nun,修女
rigging,舰装
bikini_under_clothes,比基尼当内衣
horn_ornament,角上有饰物
bukkake,射满脸
light,光
battle,战斗|比试|战争|游戏
bucket,水桶
notice_lines,表示角色注意到了什么的线条
hands_on_own_chest,双手放在自己的胸口
nurse,护士
potted_plant,盆栽
cheerleader,啦啦队
road,路
bare_back,裸背
shirt_tucked_in,衬衫外有其他衣服
armored_boots,装甲靴
nipple_tweak,玩弄乳头
spoken_question_mark,表疑惑的会话气泡
tatami,榻榻米
stud_earrings,耳钉
mecha_musume,机娘
triangular_headpiece,三角头巾
cleft_of_venus,蜜缝
hakama_short_skirt,哈卡马短裙
sexually_suggestive,性暗示
eyeliner,眼线
style_parody,画风模仿
pom_pom_(cheerleading),POM POM（啦啦队）
cow_horns,牛角
snake_hair_ornament,蛇形发饰|蛙头发饰
animal_costume,动物系装扮
holding_poke_ball,拿着精灵球
assault_rifle,突击步枪
foot_focus,脚重点
femdom,逆强奸
lamp,灯
sideways_glance,轻轻向侧面瞥
bench,长凳
ninja,忍者
light_blue_hair,浅蓝色头发
bow_bra,带蝴蝶结的胸罩
naked_shirt,裸体且穿着衬衫
bush,灌木
happy_sex,幸福的做爱
controller,控制器
scales,鳞片
candle,蜡烛
hair_over_eyes,头发遮着双眼
cityscape,城市背景
riding,骑
overalls,工作服
tube_top,管顶
mask_on_head,掀到头上的面具
biting,咬
bags_under_eyes,眼袋
back_bow,(服饰)打在背后的结
bridal_veil,婚纱头纱
bad_anatomy,错误的人体结构
open_fly,解开的裤子拉链
crown_braid,法式冠编发
stuffed_bunny,兔子玩偶
mini_crown,迷你皇冠
sarong,莎笼|沙滩浴巾
white_sweater,白色毛衣
brown_dress,棕色连衣裙
joints,关节
fairy,妖精
pink_headwear,粉色头饰
ice_wings,冰翼
covering_crotch,遮着裆部
shade,日荫
japanese_armor,日本铠甲
purple_panties,紫色内裤
brown_belt,棕色皮带
sailor_shirt,水手服款衬衫
triangle_mouth,三角嘴
orgasm,高潮|绝顶
peach,桃
dark,黑暗
wet_shirt,湿衬衫
toeless_legwear,露趾裤袜
pov_hands,手伸来方向的视角
key,钥匙
red_kimono,红色和服
hair_behind_ear,耳后有头发
hugging_own_legs,拥抱自己的腿
cable,线缆
red_hakama,绯袴
creature,创造物
air_bubble,气泡
reaching_out,朝画外伸手
randoseru,小学书包
space,宇宙
bird_wings,鸟翅膀
lolita_hairband,洛丽塔发带
pleated_dress,百褶连衣裙
5boys,5个男性
bathing,入浴
print_legwear,印花裤袜
oil-paper_umbrella,油纸伞
pilot_suit,驾驶员专用服
holster,武装带
food_in_mouth,嘴里有食物
blue_leotard,蓝色连身衣
heart_of_string,串成心形的绳子(或线条)
indian_style,盘腿坐
painting_(medium),绘画（媒介）
fishnet_pantyhose,鱼网连裤袜
own_hands_clasped,自己的手紧紧抓住
hibiscus,扶桑花
alternate_eye_color,异瞳
school_desk,课桌
print_kimono,印花和服
paw_print,爪印图案
breast_pocket,乳袋
dagger,匕首
against_wall,压在墙上
red_panties,红色内裤
laughing,在笑的
single_side_bun,单侧面包
red_choker,红色项圈
hands_on_own_face,双手放在自己的脸上
hair_up,盘起来的头发
steaming_body,发情
claw_pose,嘎哦
lace-trimmed_legwear,蕾丝边裤袜
wet_hair,湿头发
yellow_bikini,黄色比基尼
star-shaped_pupils,星星眼
plugsuit,EVA驾驶员服
one_breast_out,露出一只乳房
alternate_hair_color,发色变化
snowflakes,雪花
string,绳子
heart_hands,双手比心
carrot,胡萝卜
polka_dot_background,圆斑背景
confetti,彩色纸屑(祝贺)
bath,洗澡
blue_rose,蓝玫瑰
cross-laced_clothes,交叉花边服饰
drunk,喝醉的
marker_(medium),用记号笔作的画
red_legwear,红色裤袜
tate_eboshi,乌纱
frilled_shirt,花边衬衫
3d,3D
scabbard,鞘
sack,麻布
paw_gloves,兽爪手套
bracer,护腕
incest,乱伦
parasol,阳伞
whisker_markings,脸颊有胡须状痕迹(如狐妖脸上)
crescent_hair_ornament,月牙发饰
stretching,拉伸
tasuki,襷
black_collar,黑色项圈
anal_object_insertion,肛门物体插入
white_outline,白色轮廓
raccoon_ears,浣熊耳朵
autumn_leaves,秋叶
asymmetrical_wings,不对称的翅膀
cum_in_ass,肛门内射
bodystocking,连体裤袜
ribbon_choker,缎带项圈
holding_bag,提着包
sakuragaoka_high_school_uniform,樱丘女子高等学校校服
cone_hair_bun,锥头发包
star_print,星形图案|星形印花
office_lady,办公室女职员
facepaint,脸部画有图案
petite,娇小的
hand_on_another's_face,手接触到对方的脸
torii,鸟居
computer,计算机
teapot,茶壶
wine_glass,红酒杯
wrist_scrunchie,束腕
watercraft,船艇
navel_cutout,服装上有露出肚脐的开口
axe,斧头
bat_(animal),蝙蝠（动物）
feather_hair_ornament,羽毛发饰
holding_fan,拿着扇子
antlers,鹿角
holding_bottle,拿着瓶子
zipper_pull_tab,拉链的拉片
magatama,勾玉
pumpkin,南瓜
tiger_ears,虎耳
fake_horns,装饰性的角
string_panties,系绳内裤
low_wings,腰间的翅膀
haori,羽织
lace-trimmed_panties,蕾丝边内裤
happy_new_year,新年快乐
purple_gloves,紫色手套
chinese_zodiac,十二生肖
transparent,透明的
cum_on_clothes,射在衣服上
habit,修道服
halloween_costume,万圣节装扮
slippers,拖鞋
belly,腹部
black_border,黑色边框
mismatched_legwear,双色裤袜
black_sweater,黑色毛衣
nipple_piercing,乳头穿刺
pixel_art,像素绘
wagashi,日式点心
arm_tattoo,手臂有纹身
shibari,绳缚
one-piece_tan,泳衣晒痕
red_thighhighs,红色大腿
pink_kimono,粉色和服
tight,衣物紧紧的
holding_tray,托着盘子
brown_shirt,棕色衬衫
artist_logo,艺术家徽标
furry_male,毛茸茸的男性
garrison_cap,船形帽|卫戍帽|军便帽
purple_jacket,紫色夹克
bikini_skirt,比基尼裙
tied_shirt,把衣服(衣角和下摆)打结
fishnet_legwear,渔网袜
crescent_hat_ornament,新月形装饰
hip_vent,服装露出髋部侧面
vampire,吸血鬼
blood_on_clothes,在衣服上鲜血
yellow_neckerchief,黄色的脖子
fang_out,露出虎牙|露出尖牙
mouse_tail,鼠尾巴
magic_circle,魔法阵
nosebleed,流鼻血
grey_dress,灰色连衣裙
precum,先走汁
knee_pads,护膝
bald,秃头
hand_on_own_head,手放在头上
highleg_bikini,高开衩的比基尼
grabbing_own_breast,抓住自己的乳房
curled_horns,弯曲的角
giant,巨人
evil_smile,邪恶的笑容
tachi-e,立绘
raglan_sleeves,连肩衣袖
open_cardigan,打开开衫
draph,牛角族
arm_strap,手臂带
black_kimono,黑色和服
leg_ribbon,腿部丝带
red_shorts,红色短裤
pantyhose_pull,褪下的裤袜
tiger_print,虎纹
very_short_hair,很短的头发
hair_censor,头发遮住了乳头(三点)
sample_watermark,样品水印
striped_background,条纹背景
asymmetrical_clothes,不对称的服饰
princess_carry,公主抱
layered_dress,分层连衣裙
short_kimono,短下摆和服
condom_wrapper,避孕套包装
graphite_(medium),铅笔画(中号)
thighlet,大腿
hand_on_own_chin,手碰着自己的下巴
deep_skin,角色的另一面(多指色情)
purple_headwear,紫色头饰
legwear_under_shorts,短裤穿在裤袜外面
midriff_peek,微微露出腹部
green_bikini,绿色比基尼
aura,灵气
blue_bra,蓝色胸罩
kicking,踢
shoulder_blades,肩胛骨
holding_knife,拿着刀
scared,害怕的
looking_afar,遥望
after_vaginal,事后阴道特写
torpedo,鱼雷
manly,强壮的
dancing,跳舞
presenting,(性诱惑)展示
layered_skirt,分层的半裙
tea,茶
head_wreath,头上戴着花冠
half_gloves,很短的手套|半截手套
layered_sleeves,分层的衣袖
wall,墙
over_shoulder,扛在肩上
crop_top_overhang,乳帘
pink_jacket,粉色夹克
pigeon-toed,萌向的内八腿
open_kimono,敞开的和服
balloon,气球
o-ring_top,带O型环的上衣
male_underwear,男用内裤
one_knee,单膝跪
hat_feather,带有羽毛的帽子
gap_(touhou),隙间(东方)
paintbrush,画笔
w,手指比W
male_child,男孩
o-ring_bikini,带O型环的比基尼
mechanical_arms,机械臂
purple_thighhighs,紫色大腿
mermaid,美人鱼
greaves,胫甲
mother_and_daughter,母女
used_condom,用过的避孕套
yellow_dress,黄色连衣裙
disposable_cup,一次性纸杯
reference_sheet,参考表
backless_dress,露背连衣裙
leather,皮革
open_hand,张开的手
shoulder_cutout,露肩装
lace-trimmed_bra,蕾丝边胸罩
animal_on_head,头上有动物
in_container,(角色)在容器里
shimenawa,注连绳|七五三绳
company_name,有版权署名
ooarai_school_uniform,大洗联队军服
blue_vest,蓝色背心
bare_pectorals,裸露的胸部
public_indecency,公开猥亵
green_skin,绿色皮肤
lineart,素线画
sunbeam,阳光
photo_(object),照片
naked_towel,裸体且裹着毛巾
red_ascot,红色ascot
watercolor_(medium),水彩画风
